code,L1_Code,L1_Name,L2_Code,L2_Name,L3_Code,L3_Name,L4_Code,L4_Name,L5_Code,L5_Name,Description,References,Questions,Notes,,,,,,,,,,,,,,,,,
72400,70000,Community Development,72000,Protective Inspection,72400,Electrical inspection,,,,,"Electrical Inspection Division (EID) provides for personnel and structure safety by inspecting electrical, life safety, and communication systems to ensure compliance with the adopted codes and regulations.",http://sfdbi.org/electricalinspection,,,,,,,,,,,,,,,,,,,
72500,70000,Community Development,72000,Protective Inspection,72500,Gas inspection,,,,,"We conduct frequent patrols, surveys, and inspections of every foot of our gas mains and services – all the way up to your gas meter – with sensitive instruments. These inspections meet or exceed all regulatory requirements.",https://www.pse.com/safety/NaturalGasSafety/Pages/Gas-Inspections.aspx,,,,,,,,,,,,,,,,,,,
72600,70000,Community Development,72000,Protective Inspection,72600,Air conditioning inspection,,,,,"Having your air-conditioning system inspected by an Energy Assessor is designed to improve efficiency and reduce the electricity consumption, operating costs and carbon emissions for your system. Inspection, maintenance and cleaning programmes maintain the ability of the system to provide healthy and comfortable environments for building occupants, limiting the escape of refrigerant gases and ensuring the safety of equipment.",http://www.ncpisolutions.co.uk/air-conditioning-inspector,,,,,,,,,,,,,,,,,,,
72700,70000,Community Development,72000,Protective Inspection,72700,Boiler inspection,,,,,"The Boiler Inspection Program enforces nationally adopted standards governing the installation, operation, maintenance and repair of boilers and some pressure vessels in commercial and public buildings. Inspections are performed to verify compliance with the established safety requirements. The Boiler Inspection Program was implemented to ensure safety because boilers can explode, causing property damage, injuries and deaths.",https://www.colorado.gov/pacific/ops/BoilerInspection,,,,,,,,,,,,,,,,,,,
72800,70000,Community Development,72000,Protective Inspection,72800,Elevator inspection,,,,,"A State safety inspection is a multi-purpose activity. For a new device, the inspection serves to ensure that the device meets the Elevator Safety Orders that are being enforced at that time. It also verifies that the equipment installed complies with the design parameters.  If modernization work is performed on a device, an inspection will validate that the work performed is in compliance with whatever edition of the Elevator Safety Orders that is applicable at that time.  As a reinspection it allows the Safety Engineer the opportunity to review the activity and maintenance of the device and to see that the applicable Safety Orders, including whatever periodic tests that may be required, are complied with.",http://www.dir.ca.gov/dosh/elevatorfaq.html,,,,,,,,,,,,,,,,,,,
72810,70000,Community Development,72000,Protective Inspection,72810,Weights and Measures,,,,,"Each year county weights and measures officials inspect and test packaged commodities and all commercially used devices. Transactions derived from the use of such devices are also inspected for accuracy. In addition to inspection activities, weights and measures officials provide education and training to the public as well as the regulated industries. Your weights and measures official is a ""third party"" to virtually any transaction you may make based upon the activities in the following programs.",MA SchedA; https://www.cdfa.ca.gov/exec/county/Sealer.html,,,,,,,,,,,,,,,,,,,
72820,70000,Community Development,72000,Protective Inspection,72820,Public Scales,,,,,Privately-owned facilities that offer truck-weighing services.,MA SchedA; http://apps4.cdfa.ca.gov/publicscales/,,,,,,,,,,,,,,,,,,,
72900,70000,Community Development,72000,Protective Inspection,72900,Other - Protective Inspection,,,,,All other protective inspection services or actions not specified elsewhere in this document.,MA SchedA,,,,,,,,,,,,,,,,,,,
73000,70000,Community Development,73000,Land Use Activities,,,,,,,"Governments use land-use activities to manage the development of land within their jurisdictions. In doing so, the governmental unit can plan for the needs of the community while safeguarding natural resources. To this end, it is the systematic assessment of land and water potential, alternatives for land use, and economic and social conditions in order to select and adopt the best land-use options.",https://en.wikipedia.org/wiki/Land-use_planning,"Renamed from ""Urban Redevelopment and Housing"" to ""Land Use"" like Schedule A",,,,,,,,,,,,,,,,,,
73100,70000,Community Development,73000,Land Use Activities,73100,Administration - Land Use,,,,,"The group that provides administrative support for all land use operations, which includes but is not limited to management, finance, procurement, and record keeping.",,,,,,,,,,,,,,,,,,,,
73200,70000,Community Development,73000,Land Use Activities,73200,Urban Redevelopment,,,,,"Urban redevelopment involves the relocation of businesses, the demolition of structures, the relocation of people, and the use of eminent domain (government purchase of property for public purpose) as a legal instrument to take private property for city-initiated development projects. This process is also carried out in rural areas, referred to as village renewal, though it may not be exactly the same in practice.",https://en.wikipedia.org/wiki/Urban_renewal,,,,,,,,,,,,,,,,,,,
73210,70000,Community Development,73000,Land Use Activities,73200,Urban Redevelopment,73210,Redevelopment administration,,,"The group that provides administrative support for all redevelopment operations, which includes but is not limited to management, finance, procurement, and record keeping.",,,,,,,,,,,,,,,,,,,,
73220,70000,Community Development,73000,Land Use Activities,73200,Urban Redevelopment,73220,Heritage/Conservation projects,,,"Architectural conservation describes the process through which the material, historical, and design integrity of humanity's built heritage are prolonged through carefully planned interventions. The individual engaged in this pursuit is known as an architectural conservator-restorer. Decisions of when and how to engage in an intervention are critical to the ultimate conservation-restoration of cultural heritage.",https://en.wikipedia.org/wiki/Architectural_conservation,,,,,,,,,,,,,,,,,,,
73230,70000,Community Development,73000,Land Use Activities,73200,Urban Redevelopment,73230,Rehabilitation projects,,,"Rehabilitation project means construction work undertaken in an existing building that includes repair, renovation, modification, reconstruction, change of occupancy, or addition.",,,,,,,,,,,,,,,,,,,,
73240,70000,Community Development,73000,Land Use Activities,73200,Urban Redevelopment,73240,Clearance projects,,,Projects designed to remove existing structures or vegetation to make an area suitable for redevelopment without actually constructing the replacement structures.,,,,,,,,,,,,,,,,,,,,
73250,70000,Community Development,73000,Land Use Activities,73200,Urban Redevelopment,73250,Relocation,,,Relocation moves existing businesses and residents into an area away from the area of redevelopment.  The intention is to mitigate the damage caused to those stakeholders.,,,,,,,,,,,,,,,,,,,,
73260,70000,Community Development,73000,Land Use Activities,73200,Urban Redevelopment,73260,Historical Commission,,,"Historical Commission is the agency for historic preservation. We save the real places that tell the history behind the city.

Our staff consults with citizens and organizations to preserve history through its architectural, archeological, and cultural landmarks.",MA SchedA; http://www.thc.texas.gov/about,,,,,,,,,,,,,,,,,,,
73290,70000,Community Development,73000,Land Use Activities,73200,Urban Redevelopment,73290,Other - Urban Redevelopment,,,All other urban development services or functions not specified elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
73300,70000,Community Development,73000,Land Use Activities,73300,Public housing,,,,,"Public housing is administered by local agencies to provide subsidized assistance for low-income households. Public housing is priced well below the market rate, allowing people to live in more convenient locations rather than move away from the city in search of lower rents.",https://en.wikipedia.org/wiki/Public_housing_in_the_United_States,"""Public"" vs. ""Subsidized"" vs ""City-operated""?",,,,,,,,,,,,,,,,,,
73400,70000,Community Development,73000,Land Use Activities,73400,Rent control,,,,,"Rent stabilization sets maximum rates for annual rent increases and, as with rent control, entitles tenants to receive required services from their landlords and have their leases renewed. The rent guidelines board meets every year to determine how much the landlord can set future rents on the lease",https://en.wikipedia.org/wiki/Rent_control_in_New_York,,Created per mtg. with SME on 9/29/2016,,,,,,,,,,,,,,,,,
73900,70000,Community Development,73000,Land Use Activities,73900,Other - Land Use,,,,,All other Land Use functions or activites that are not specified elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
74000,70000,Community Development,74000,Planning and Zoning,,,,,,,To contribute to the quality of life in through land use planning and administration of development codes.,,,,,,,,,,,,,,,,,,,,
74100,70000,Community Development,74000,Planning and Zoning,74100,Planning,,,,,"The Planning Division is responsible for the current and future physical development of the City. Staff implement planning goals contained within the City's Comprehensive Plan, neighborhood plans, and other city planning related studies in order to maintain and improve the quality of life for residents and visitors of the City, achieve a high quality physical environment, and regulate an appropriate pattern of land use across the City.",http://www.jeffersoncitymo.gov/government/planning/index.php,,,,,,,,,,,,,,,,,,,
74200,70000,Community Development,74000,Planning and Zoning,74200,Zoning,,,,,"Areas of land are divided by appropriate authorities into zones within which various uses are permitted. Thus, zoning is a technique of land-use planning as a tool of urban planning used by local governments in most developed countries.",https://en.wikipedia.org/wiki/Zoning,,,,,,,,,,,,,,,,,,,
74100,70000,Community Development,74000,Planning and Zoning,74500,Code Enforcement,,,,,"The code enforcement process is normally initiated with an application for a permit to construct or remodel a building. The code official is responsible for processing the applications and issuing permits for construction or modification of buildings in accordance with the code. This begins with a review of the construction plans for compliance with the building code. Once construction has begun, the code official makes inspections as necessary to determine compliance with the code. If a deficiency exists or if the building or a component does not comply with the code, it is the responsibility of the code official to issue orders to correct the illegal or unsafe condition.",http://www.dli.pa.gov/ucc/Pages/default.aspx; http://www.iccsafe.org/content/careers-in-code-enforcement/,,,,,,,,,,,,,,,,,,,
74900,70000,Community Development,74000,Planning and Zoning,74900,Other - Planning and Zoning,,,,,All other planning and zoning functions or actions not specified elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
75000,70000,Community Development,75000,Economic Development and Assistance,,,,,,,"Department responsible for the economic health of a muncipality.  With the present and future in mind, this department uses Economic development and assistance to stimulate the local ecomony and ensure city wide prosperity.",,,,,,,,,,,,,,,,,,,,
75100,70000,Community Development,75000,Economic Development and Assistance,75100,Administration - Economic Dev. and Assistance,,,,,"Provides administrative functions for department of economic development and assistance, which includes oversight, finance, procurement, and all other administrative support functions.",,,,,,,,,,,,,,,,,,,,
75200,70000,Community Development,75000,Economic Development and Assistance,75200,Economic development,,,,,"The City Economic Development Division is committed to business attraction, retention, and expansion to further the City's goals of providing needed goods and services that improve the quality of life for our residents. These activities help establish strong relationships with our valued local companies and allow the City to be more responsive to business needs.",http://www.cityofnapa.org/index.php?option=com_content&view=article&id=220&Itemid=298,,,,,,,,,,,,,,,,,,,
75300,70000,Community Development,75000,Economic Development and Assistance,75300,Employment security,,,,,The Employment Security Division (ESD) provides comprehensive employment and training services to businesses and workers. Employment Service programs offer job placement and training opportunities that assist businesses in meeting their employment needs and job seekers in returning to work,http://detr.state.nv.us/esd.htm,,,,,,,,,,,,,,,,,,,
75400,70000,Community Development,75000,Economic Development and Assistance,75400,Tourism,,,,,"The Office of Tourism works to make tourism a leading economic contributor. The office partners with the business community and three regional tourism districts to position the state as a prime destination for leisure and business travelers and encourage strategic investment.  The office offers a broad range of services, including marketing, research, hospitality services, direct sales and business marketing assistance.",http://www.ct.gov/cct/cwp/view.asp?a=3948&q=464698,,,,,,,,,,,,,,,,,,,
75500,70000,Community Development,75000,Economic Development and Assistance,75500,Downtown development,,,,,"The mission of the Downtown Development Board (DDB) is to strengthen the role of the Downtown area as the economic, governmental and cultural center of the city. The DDB is responsible for the planning, implementation and administration of the City’s core area redevelopment and development program.",http://www.downtownorlando.com/about/downtown-development-board/#.WCxlv6IrLEY,,,,,,,,,,,,,,,,,,,
76000,70000,Community Development,76000,Economic Opportunity,,,,,,,"In collaboration with our partners, DEO assists the Mayor in advancing the economy by championing economic development vision and by administering federal, state, and local programs and initiatives to help visitors, citizens, businesses, and communities.",http://www.floridajobs.org/about-us,,,,,,,,,,,,,,,,,,,
76100,70000,Community Development,76000,Economic Opportunity,76100,Job Corps,,,,,"Job Corps is a free education and training program that helps young people learn a career, earn a high school diploma or GED, and find and keep a good job.",www.jobcorps.gov/,,,,,,,,,,,,,,,,,,,
76110,70000,Community Development,76000,Economic Opportunity,76100,Job Corps,76110,Men s urban training centers,,,"The Men's Urban Training Center's mission is to provide men with the knowledge, tools, and skills needed to add value to their communities, families, and themselves. Our administration and faculty members will put forth our best efforts to uphold this mission to prepare adults for employment through customized vocational training.",http://detroittraining.com/about-us/,,,,,,,,,,,,,,,,,,,
76120,70000,Community Development,76000,Economic Opportunity,76100,Job Corps,76120,Women s urban training centers,,,"The Women's Urban Training Center's mission is to provide women with the knowledge, tools, and skills needed to add value to their communities, families, and themselves. Our administration and faculty members will put forth our best efforts to uphold this mission to prepare adults for employment through customized vocational training.",http://detroittraining.com/about-us/,,,,,,,,,,,,,,,,,,,
76130,70000,Community Development,76000,Economic Opportunity,76100,Job Corps,76130,Rural conservation centers,,,"The Job Corps centers may include Civilian Conservation Centers, operated under an agreement between the Secretary of Labor and the Secretary of Agriculture, that are located primarily in rural areas. Such centers shall provide, in addition to academics, career and technical education and training, and workforce preparation skills training, programs of work experience to conserve, develop, or manage public natural resources or public recreational areas or to develop community projects in the public interest.",https://www.law.cornell.edu/uscode/text/29/3197#,,,,,,,,,,,,,,,,,,,
76140,70000,Community Development,76000,Economic Opportunity,76100,Job Corps,76140,Youth camps,,,"The Youth Camp is part of  a six-week summer employment program for disadvantaged youth ages 14 – 17 operated by the Maryland Department of Natural Resources, Maryland Park Service.  CJC uses outdoor experiential activities and the power of nature to enrich the lives of youth and prepare them for future success in the workforce.",https://www.jobaps.com/MD/sup/bulpreview.asp?R1=16&R2=002293&R3=0027,,,,,,,,,,,,,,,,,,,
76190,70000,Community Development,76000,Economic Opportunity,76100,Job Corps,76190,Other - Job Corps,,,All other Job Corps functions or actions not specified elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
76200,70000,Community Development,76000,Economic Opportunity,76200,Youth Work-Training Programs,,,,,Youth and young adults are paired with a Youth Employment Counselor who assists them in obtaining the skills necessary to succeed in the world of work.,https://www.alexandriava.gov/TeensWork,,,,,,,,,,,,,,,,,,,
76210,70000,Community Development,76000,Economic Opportunity,76200,Youth Work-Training Programs,76210,In-school projects,,,"The goal of this program is to enhance youth education, encourage school completion through alternative educational programs, and provide exposure to the world of work through apprenticeship and career exploration.",https://www.alexandriava.gov/TeensWork,,,,,,,,,,,,,,,,,,,
76220,70000,Community Development,76000,Economic Opportunity,76200,Youth Work-Training Programs,76220,Out-of-school projects,,,"The Public Youth Program targets people who are ages 14 through 21, who are a resident of the City, are a U.S. Citizen or have the right to work in the U.S..  Participants are placed within a government and non-profit agencies in the City of Alexandria for a six-week summer work experience.",https://www.alexandriava.gov/TeensWork,,,,,,,,,,,,,,,,,,,
76300,70000,Community Development,76000,Economic Opportunity,76300,Community Action Programs,,,,,"Community Action Programs (CAP) began in 1965 as part of President Lyndon Johnson's ""War on Poverty."" Today, CAP continues to advocate for and help organize programs that foster self-sufficiency for individuals, families, and people of color with low-income.   ",http://www.bouldercounty.org/family/getinvolved/pages/commactpro.aspx,,,,,,,,,,,,,,,,,,,
76310,70000,Community Development,76000,Economic Opportunity,76300,Community Action Programs,76310,Preschool readiness instruction,,,"The concept of school readiness describes the capabilities of children, families, schools and communities that promote student success in kindergarten and beyond. Each component – children, families, schools and communities – plays an essential role in developing school readiness.",http://www.doe.virginia.gov/instruction/early_childhood/school_readiness/index.shtml,,,,,,,,,,,,,,,,,,,
76320,70000,Community Development,76000,Economic Opportunity,76300,Community Action Programs,76320,Study Centers,,,"After School Program offers afterschool care for children grades K-8. The program operates Monday through Friday after the end of the normal school day. Program components include: enrichment activities, homework assistance, tutoring, cultural enrichment, field trips, and recreational activities.",http://www.garrettcac.org/index.php/educationlifelonglearning/child-development/after-school-program,,,,,,,,,,,,,,,,,,,
76330,70000,Community Development,76000,Economic Opportunity,76300,Community Action Programs,76330,Daycare Centers,,,A comprehensive early child development program designed to meet the needs of pregnant women and children from birth to age three. Center based and home based services are offered.,http://www.garrettcac.org/index.php/educationlifelonglearning/child-development/early-head-start,,,,,,,,,,,,,,,,,,,
76340,70000,Community Development,76000,Economic Opportunity,76300,Community Action Programs,76340,Remedial Instruction for Elementary School Students,,,"Remedial instruction can help struggling learners shore up their basic skills. This extra support can help them catch up to their peers. And sometimes, it eliminates the need for referral to special education.  Remedial programs are designed to close the gap between what a student knows and what he’s expected to know. They often target reading or math skills. In many cases, students are removed from their regular classroom and taught in another setting.",https://www.understood.org/en/learning-attention-issues/treatments-approaches/educational-strategies/remedial-programs-what-you-need-to-know,,,,,,,,,,,,,,,,,,,
76350,70000,Community Development,76000,Economic Opportunity,76300,Community Action Programs,76350,Family Health Education,,,"The Patient and Family Health and Education Center is here to help you learn about your health and provide resources to manage your condition. Its health educators and nurses can provide access to:

Credible, easy-to-understand health information
Print materials, videos, and online information
Cleveland Clinic resources, services, and educational opportunities",http://my.clevelandclinic.org/health/patient_family_health_education_center,,,,,,,,,,,,,,,,,,,
76370,70000,Community Development,76000,Economic Opportunity,76300,Community Action Programs,76370,Council on Aging,,,"Council on Aging is connecting our local area through a network of services to support our senior community. We are friends, families, and fellow seniors all joining together to deliver meals, assist financial and legal planning programs, and support better aging.",MA SchedA; http://www.councilonaging.com/,,,,,,,,,,,,,,,,,,,
76375,70000,Community Development,76000,Economic Opportunity,76300,Community Action Programs,76375,Youth Services,,,"Youth programs serve youth ages 16 through 24. The goal of the Youth Program is to assist eligible youth with placement in employment or post-secondary education, attainment of degrees and certifications as well as assistance with obtaining basic skills that may be deficient.",MA SchedA; http://www.capwi.org/services/employment-training/youth-services/,,,,,,,,,,,,,,,,,,,
76380,70000,Community Development,76000,Economic Opportunity,76300,Community Action Programs,76380,Veterans’ Services,,,"Provides assistance to veterans, as well as children, widows, parents of veterans, retired veterans and their families regarding claims to the United States (US) Department of Veterans Affairs.

Program services include assistance with: Hospitalization; Burial; Military discharge review; Compensation; Pension; Dependence and indemnity compensation; Education; Veterans Administration home loan; Vocational rehabilitation, and insurance",MA SchedA; http://www.miamidade.gov/socialservices/care-veterans.asp,,,,,,,,,,,,,,,,,,,
76390,70000,Community Development,76000,Economic Opportunity,76300,Community Action Programs,76390,Other - Community Action Programs,,,All other community action programs that are not specified elsewhere within this document,,,,,,,,,,,,,,,,,,,,
76400,70000,Community Development,76000,Economic Opportunity,76400,Adult basic education,,,,,"Adult Basic Education (ABE) programs serve students ages 16 and over who are not enrolled in school and who want to improve their basic skills in reading, writing, math, listening, and speaking.",https://www.careerwise.mnscu.edu/education/abe.html,,,,,,,,,,,,,,,,,,,
76500,70000,Community Development,76000,Economic Opportunity,76500,Assistance to migrant agricultural workers and families,,,,,"Many migrant farm workers travel to the local area each year to help with the cultivating and harvesting of several crops in specific regions. Through our Migrant and Seasonal Farm Worker Program, we help farm workers and the employers who hire them.

To improve the living and working conditions of those farm workers and their families who prefer to remain in the farm labor market we provide the following assistance: Complaint resolution; Counseling; Farm worker rights and labor law information; Job development; Job search assistance and placement; Referrals to other organizations that serve migrant and seasonal farm workers; Referrals to supportive services; Registration assistance; Testing; Training opportunities
",https://www.tn.gov/workforce/article/migrant-seasonal-farm-workers,,,,,,,,,,,,,,,,,,,
76600,70000,Community Development,76000,Economic Opportunity,76600,Work experience programs for needy persons,,,,,"Supported Work Experience places participants in job positions with community partner organizations for a specified period of time. During that time, this organization will pay a portion or all of a participant’s salary while they gain valuable employment experience.",http://citci.org/employment-training/supportive-services/,,,,,,,,,,,,,,,,,,,
76700,70000,Community Development,76000,Economic Opportunity,76700,Job training,,,,,"Agencies implementing Employment Preparation and Placement programs aim to recruit clients that are out of work or under-employed, provide them with the necessary job readiness training to prepare them to obtain and retain the job, and then support them on their journey from placement to and through at least 180 days of employment.",https://www.cityofchicago.org/city/en/depts/fss/provdrs/workforce_development/svcs/a_guide_to_worknetchicagoprogramsandlocations.html,,,,,,,,,,,,,,,,,,,
76800,70000,Community Development,76000,Economic Opportunity,76800,Comprehensive economic program,,,,,"The Comprehensive Economic Program covers topics ranging from government policies and services, quality of life factors, affordable housing, the impact of peak oil and climate change, the city's various economic sectors, and downtown development. The plan will be updated from time to time; for example, with new demographic data as it becomes available.",,,,,,,,,,,,,,,,,,,,
76900,70000,Community Development,76000,Economic Opportunity,76900,Other - Economic Opportunity,,,,,All other economic opportunity actions or functions that are not specified elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
77000,70000,Community Development,77000,Transportation / Parking,,,,,,,"The Parking Division is working with the Parking Advisory Committee to develop a citywide strategic parking plan. Over the past several years, the division has performed studies and worked with local leaders to identify the practices that make sense for the community. While the recent years have encountered a roller coaster ride of decision-making, the new approaches we take to properly manage the limited number of on street parking spaces, surface parking lots, and garage resources will become a valuable tool in helping our parking districts thrive.

The Parking Division is responsible for oversight of the City’s parking assets and management of the parking system.",see Ashville; http://www.sarasotagov.org/POD/Parking.cfm,"should ""Parking"" be moved to ""Streets and Highways"" (like in Ashville)?",,,,,,,,,,,,,,,,,,
77100,70000,Community Development,77000,Transportation / Parking,77100,Parking Meters,,,,,"The Parking Meter group manages the meters deployed across the city including setting the pricing, planning the overall layout, maintenance and repair, collecting deposits, and educating the public on the applicable requirements.",http://www.cityofsacramento.org/public-works/parking-services/street-parking/meters,,,,,,,,,,,,,,,,,,,
77200,70000,Community Development,77000,Transportation / Parking,77200,Parking Facilities,,,,,"Parking Facilities Management manages the condition of all parking facilities associated with the City's infrastructure.  This group ensures those parking areas are maintained, cleaned, and sufficent for the needs of their intended use.",42824,"This item is a duplicate, Suggest moving all children",,,,,,,,,,,,,,,,,,
77900,70000,Community Development,77000,Transportation / Parking,77900,Other - Transportation / Parking,,,,,All other transportation / Parking actions or functions that are not specified elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
78000,70000,Community Development,78000,Other - Community Development,,,,,,,All other Community Development actions or functions that are not specified elsewhere in this document.,,,,,,,,,,,,,,,,,,,,
80000,80000,Debt Service,,,,,,,,,Debt service is the cash that is required to cover the repayment of interest and principal on a debt for a particular time period.,http://www.investopedia.com/terms/d/debtservice.asp,,,,,,,,,,,,,,,,,,,
81000,80000,Debt Service,81000,Principal,,,,,,,"Principal is most commonly used to refer to the amount borrowed or the amount still owed on a loan, separate from interest.",http://www.investopedia.com/terms/p/principal.asp,,,,,,,,,,,,,,,,,,,
81100,80000,Debt Service,81000,Principal,81100,"General Obligation (e.g. bonds, notes, loans )",,,,,A general obligation bond (GO) is a municipal bond backed by the credit and taxing power of the issuing jurisdiction rather than the revenue from a given project. General obligation bonds are issued with the belief that a municipality will be able to repay its debt obligation through taxation or revenue from projects. No assets are used as collateral.,http://www.investopedia.com/terms/g/generalobligationbond.asp,,,,,,,,,,,,,,,,,,,
81110,,Debt Service,81000,Principal,81100,"General Obligation (e.g. bonds, notes, loans)",81110,General Obligation Serial Bond and Note Principal,,,"A serial bond is a bond issue that is structured so that a portion of the outstanding bonds mature at regular intervals until all of the bonds have matured. The entire bond issue is sold to the public on the same date, and the maturity dates are stated in the offering documents. This item speaks to the repayment of the principal on the bond/note.",PA DCED p21; http://www.investopedia.com/terms/s/serialbond.asp,,created 11/14/2016 based on PA DCED CoA p21,,,,,,,,,,,,,,,,,
81120,,Debt Service,81000,Principal,81100,"General Obligation (e.g. bonds, notes, loans)",81120,General Obligation Term Bond and Note Principal,,,A general obligation bond (GO) is a municipal bond backed by the credit and taxing power of the issuing jurisdiction rather than the revenue from a given project. General obligation bonds are issued with the belief that a municipality will be able to repay its debt obligation through taxation or revenue from projects. No assets are used as collateral. This item speaks to the principal payment.,PA DCED p21; http://www.investopedia.com/terms/g/generalobligationbond.asp,,created 11/14/2016 based on PA DCED CoA p21,,,,,,,,,,,,,,,,,
81200,80000,Debt Service,81000,Principal,81200,Revenue Bonds,,,,,"A revenue bond is a municipal bond supported by the revenue from a specific project, such as a toll bridge, highway or local stadium. Revenue bonds are municipal bonds that finance income-producing projects and are secured by a specified revenue source.  This item speaks to the principal payment.",http://www.investopedia.com/terms/r/revenuebond.asp,,,,,,,,,,,,,,,,,,,
81900,80000,Debt Service,81000,Principal,81300,Tax and Revenue Anticipation Note Principal,,,,,"Short-term obligation that is issued for temporary financing needs by a municipality. The principal payoff may be covered by a future longer-term bond issue, taxes or other form of revenue. These notes normally have maturities of one year or less and interest is payable at maturity rather than semi-annually. This item covers the principal payment.",PA DCED p21; http://www.investopedia.com/terms/a/anticipation-note.asp,,created 11/13/2016 based on PA DCED CoA p21,,,,,,,,,,,,,,,,,
81900,,Debt Service,81000,Principal,81900,Other - Principal,,,,,All other principal payments that are not specified elsewhere within this document.,,Can this parent be removed and allow the children to move back to L3 Level.,,,,,,,,,,,,,,,,,,
81910,,Debt Service,81000,Principal,81900,Other - Principal,81910,Lease Rental Payment - Principal,,,A line item under long-term debt on a balance sheet that indicates the value of future lease payments due.  This item speaks to principal payments.,PA DCED p21; http://www.investopedia.com/terms/l/lease-payments.asp,,created 11/13/2016 based on PA DCED CoA p21,,,,,,,,,,,,,,,,,
81920,,Debt Service,81000,Principal,81900,Other - Principal,81920,Small Borrowing (Section 409) Principal,,,"Small Borrowing for Capital Purposes.--(a) Any local government unit is hereby authorized to incur debt by resolution rather than by ordinance to be evidenced by notes to provide funds for a project as defined in this act without complying with the requirements of Article VIII provided: (i) that the aggregate amount of such debt outstanding at any one time shall not exceed the lesser of [$100,000] $125,000 or thirty percent of the [borrowing base] nonelectoral debt limit as authorized in section 202(a); (ii) that the principal of each such debt shall mature not later than five years from the date of issuance;  This item speaks to the Principal Payment.",PA DCED p21; http://www.legis.state.pa.us/WU01/LI/LI/US/PDF/1996/0/0125..PDF,,created 11/13/2016 based on PA DCED CoA p21,,,,,,,,,,,,,,,,,
81930,,Debt Service,81000,Principal,81900,Other - Principal,81930,Unfunded (Section 509) Principal,,,"Unfunded Debt.—For the purpose of this article, unfunded debt shall mean obligations of the same or [a] one or more prior [yearl years incurred for current expenses (including tax anticipation notes), due and owing or judgments against the local government unit entered by a court of competent jurisdiction after adversary proceedings, for the payment of either of which category the taxes and other revenues remaining to be collected in the fiscal year and funds on hand will not be sufficient without a curtailment of municipal services to an extent endangering the health or safety of the public or proper education of school children, and the local government unit either may not legally levy a sufficient tax for the balance of the fiscal year, or a sufficient tax, if legally leviable, would not be in the public interest.  This item speaks to the principal payment.",PA DCED p21; http://www.palrb.us/pamphletlaws/19001999/1981/0/act/0019.pdf,,created 11/13/2016 based on PA DCED CoA p21,,,,,,,,,,,,,,,,,
82000,80000,Debt Service,82000,Interest,,,,,,,Expenditures for periodic payments of interest amounts on local debt.,,,,,,,,,,,,,,,,,,,,
82100,80000,Debt Service,82000,Interest,82100,"General Obligation (e.g. notes, loans )",,,,,A general obligation bond (GO) is a municipal bond backed by the credit and taxing power of the issuing jurisdiction rather than the revenue from a given project. General obligation bonds are issued with the belief that a municipality will be able to repay its debt obligation through taxation or revenue from projects. No assets are used as collateral. This item speaks to the Interest payment.,PA DCED p21; http://www.investopedia.com/terms/g/generalobligationbond.asp,,,,,,,,,,,,,,,,,,,
82110,,Debt Service,82000,Interest,82100,"General Obligation (e.g. bonds, notes, loans)",82110,General Obligation Serial Bond and Note Interest,,,"A serial bond is a bond issue that is structured so that a portion of the outstanding bonds mature at regular intervals until all of the bonds have matured. The entire bond issue is sold to the public on the same date, and the maturity dates are stated in the offering documents. This item speaks to the repayment of the interest on the bond/note.",PA DCED p21 http://www.investopedia.com/terms/s/serialbond.asp,,created 11/14/2016 based on PA DCED CoA p21,,,,,,,,,,,,,,,,,
82120,,Debt Service,82000,Interest,82100,"General Obligation (e.g. bonds, notes, loans)",82120,General Obligation Term Bond and Note Interest,,,A general obligation bond (GO) is a municipal bond backed by the credit and taxing power of the issuing jurisdiction rather than the revenue from a given project. General obligation bonds are issued with the belief that a municipality will be able to repay its debt obligation through taxation or revenue from projects. No assets are used as collateral. This item speaks to the interest payment.,PA DCED p21; http://www.investopedia.com/terms/g/generalobligationbond.asp,,created 11/14/2016 based on PA DCED CoA p21,,,,,,,,,,,,,,,,,
82130,80000,Debt Service,82000,Interest,82130,"Revenue Bonds (short, or long-term)",,,,,"A revenue bond is a municipal bond supported by the revenue from a specific project, such as a toll bridge, highway or local stadium. Revenue bonds are municipal bonds that finance income-producing projects and are secured by a specified revenue source.  This item speaks to the Interest payment.",http://www.investopedia.com/terms/r/revenuebond.asp,,,,,,,,,,,,,,,,,,,
82140,,Debt Service,82000,Interest,82140,Tax and Revenue Anticipation Note Interest,,,,,"Short-term obligation that is issued for temporary financing needs by a municipality. The principal payoff may be covered by a future longer-term bond issue, taxes or other form of revenue. These notes normally have maturities of one year or less and interest is payable at maturity rather than semi-annually. This item covers the interest payment.",http://www.investopedia.com/terms/a/anticipation-note.asp,,created 11/13/2016 based on PA DCED CoA p21,,,,,,,,,,,,,,,,,
82190,80000,Debt Service,82000,Interest,82190,Other - Interest,,,,,All other Interest payments that are not specified elsewhere within this document.,,Can this parent be removed and allow the children to move back to L3 Level.,,,,,,,,,,,,,,,,,,
